Row.names;FT_H01;FT_H02;FT_H03;FT_H04;FT_B01;FT_B02;FT_B03;FT_B04;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;Name;Type2;log10padj
MIR8075;-1.40366754993463;-1.40366754993463;-1.40366754993463;-1.40366754993463;0.910614507846332;2.6803684538516;0.958732524410493;1.0649547136301;12.5624048605057;20.2969979678954;2.51591610520452;8.06743830841908;7.17884585145686e-16;1.22399321767339e-13;MIR8075;miRNA;12.9122209886734
ENSG00000107807;-0.0761464421378761;-0.0761464421378761;-0.0761464421378761;-0.0761464421378761;-0.0761464421378761;-0.0761464421378761;-0.0761464421378761;0.53302509496513;32.8722308833747;15.7168741410676;3.42562738870532;4.58802793114274;4.47452783053648e-06;0.000443157236336333;TLX1;Protein coding;3.35344215468578
ENSG00000144045;-1.06832157013808;-1.06832157013808;-1.06832157013808;-1.06832157013808;1.6184688114788;1.57199044448609;0.452910554843215;0.629916469744212;30.8235548001429;8.84124112412026;1.91277120369536;4.62221571876423;3.79662902203586e-06;0.000389367894733287;DQX1;Protein coding;3.40963986102091
ENSG00000128045;-0.848802612197248;-0.848802612197248;-0.848802612197248;-0.848802612197248;1.43121520568505;1.15482067906537;-0.281377846313791;1.09055241035235;35.11157420587;8.20645303847972;1.79993179442986;4.55931333835856;5.13211498094576e-06;0.000494165649165289;RASL11B;Protein coding;3.30612744690735
ENSG00000171428;-1.49014967678893;-2.35021523025163;-2.46266500422908;-1.68811512311994;-0.956032715069321;5.68610975493484;-0.720186827819782;3.98125482234384;1290.66043152723;7.43837385798813;1.4354518217169;5.18190422378044;2.19631993200178e-07;4.183144732028e-05;NAT1;Protein coding;4.37849710906658
MIR3960;-1.3099398201742;-1.3099398201742;-1.3099398201742;-1.3099398201742;1.36981457133402;1.88628088415392;1.51841183059302;0.465251994615837;10.9828627298761;7.11613690590904;1.59434990257737;4.46334703216989;8.06892087416163e-06;0.000134219610638493;MIR3960;miRNA;3.87218402537518
ENSG00000084628;-1.25206984978016;-1.76946062960327;-1.63561401403441;-1.87374073618119;-0.718431988147803;2.97129258218854;2.42746522110656;1.85055941445174;158.818973185314;6.03178564195152;1.11506965367923;5.40933530210361;6.32590954252395e-08;1.63642782374664e-05;NKAIN1;Protein coding;4.78610314491743
ENSG00000152049;-1.40259315293658;-1.22299422665259;-0.440406949259798;-1.21396125519957;-0.265287568837049;2.18643684092726;3.88923901911995;-1.53043270716162;672.919995614585;3.95942546582742;0.849907676057352;4.6586536130546;3.18284251093283e-06;0.000344781414996799;KCNE4;Protein coding;3.46245615230751
ENSG00000089685;-1.42524407901519;-0.760169853282875;-1.25916677675336;-1.23470851863544;1.42459565148054;2.21822113452091;0.553236385462091;0.483236056223323;239.09188452497;3.79452807677511;0.784981118406928;4.83390999833968;1.33877131496139e-06;0.000179872747526441;BIRC5;Protein coding;3.74503463151517
ENSG00000164932;-2.46841841643699;-0.127535845877754;-1.36324872136535;-1.12764736448728;3.54224891674289;1.74241987182892;0.870143615613397;-1.06796205601783;813.068528785633;3.54540216374688;0.781652166018047;4.53577987483633;5.73910151675484e-06;0.000537676256694026;CTHRC1;Protein coding;3.26947914115806
ENSG00000270882;-1.13128652821294;-1.20765933751828;-1.30129495997538;-1.87218793528419;1.45814784620005;2.24558317294814;0.590491252150628;1.21820648969197;515.987567105845;3.32913232760735;0.557034102084038;5.97653234362497;2.27937316154674e-09;1.4631887272566e-06;HIST2H4A;Protein coding;5.8346996534236
ENSG00000127084;-1.47408805610134;-0.941668859813467;-1.2198587821552;-1.15192843257755;-1.68624453697113;3.02548896092173;1.91194921442227;1.53635049227468;1711.96740062778;3.28835115320644;0.678028898671595;4.84986872926661;1.23543207931348e-06;0.000168821054991104;FGD3;Protein coding;3.77257339007876
ENSG00000270276;-1.00171944341531;-1.06196932924868;-1.26753488236756;-2.07552802242617;1.47810687588466;2.31829154784257;0.410543201028412;1.19981005270208;496.829340971081;3.26276760476598;0.611171693967217;5.33854502257264;9.36954413363565e-08;2.04675023715306e-05;HIST2H4B;Protein coding;4.68893515061752
ENSG00000149925;-1.67656591098009;-0.527853473323777;-1.57929273583614;-0.945776070147785;0.340118729186274;3.20796144266177;0.766656328203887;0.414751690235867;5441.6719944243;2.89656849623721;0.57771073787508;5.01387339084486;5.33450953535429e-07;8.56089993210747e-05;ALDOA;Protein coding;4.06748057936431
MIR1244;-1.59830396557936;-1.55070425774496;-1.70489744856198;-0.881119005496331;1.19875867703361;1.66254182622465;1.51200482817339;1.36171934595097;401.788096679064;2.88822885764798;0.666673036425849;4.33230189289232;1.47558418480903e-05;0.000206311982419887;MIR1244;miRNA;3.68547554784985
SNORD76;-0.872427053098667;0.283679025700168;-3.04525033554737;-3.01412028112203;2.25671616088753;1.57488871310651;1.29513392195351;1.52137984812034;11768.9019019556;2.70436065245202;0.666327151281629;4.05860791842325;4.9366118701629e-05;0.00057063886363578;SNORD76;snoRNA;3.24363865383597
SNORD41;-1.97710772502019;-1.30644490122385;-1.03240563643647;-1.04929383990375;1.21582228279488;1.71947481548257;1.3921136240079;1.03784138029889;2965.3046564942;2.66218754695163;0.491575155464136;5.41562672026831;6.1074398677639e-08;2.77684932654332e-06;SNORD41;snoRNA;5.55644768468118
SNORD80;-1.20158198229773;-0.175688985983392;-2.10799067616468;-2.29938834486217;1.35319264335774;1.65898947145066;1.36169901233806;1.41076886216151;5565.38986568945;2.64189190404681;0.535388000095044;4.93453701535674;8.0341108598911e-07;1.88940124360197e-05;SNORD80;snoRNA;4.72367580312753
ENSG00000135821;-2.04640122434478;-1.04180361991617;-0.870146697654331;-1.08826599380121;0.315888049178682;2.17085666401035;1.27754698252833;1.28232583999913;6530.35637521825;2.62907478498462;0.416470872051632;6.31274588792535;2.74127416889226e-10;2.63954243862448e-07;GLUL;Protein coding;6.57847135101015
SNORD45C;-1.11258221504985;-1.20297274225655;-1.48870763482271;-0.924632116215406;0.856006171359528;0.327959026316314;1.73846914923434;1.80646036143434;1229.04762907482;2.48440216243886;0.467745268043333;5.3114426423416;1.08760802862095e-07;4.3632275030558e-06;SNORD45C;snoRNA;5.36019214187317
SNORD28;-1.62738395353555;-1.02830077447179;-1.18696234614104;-0.795611617356524;0.893609361921893;2.16196259004439;0.68343070163796;0.899256037900667;1453.39239571707;2.42793078774824;0.56525747268473;4.295265264193;1.74484574943078e-05;0.000228843230983037;SNORD28;snoRNA;3.6404619291628
ENSG00000158773;-1.06660436410676;-0.786235122897864;-1.10112008721336;-1.06260626955154;1.26606773132438;1.19443463292635;0.361471445683947;1.19459203383484;455.37248251226;2.40385212545852;0.435948088841043;5.5140788249562;3.50611444806104e-08;1.04772371747921e-05;USF1;Protein coding;4.97975322478848
SNORD12C;-1.58372733149065;-1.87557812132971;-0.757772736345732;-0.598767758400561;0.627139272583504;1.1695268835758;1.70155097939382;1.31762881201353;2314.7566758479;2.36466346061252;0.460233130139357;5.13796879398166;2.77723985835925e-07;8.25877291377105e-06;SNORD12C;snoRNA;5.08308447524214
ENSG00000168461;-1.30557607213538;-1.29240452795103;-1.08179142993173;-0.607834102641327;0.594065112830361;1.76491989685552;1.38014869652594;0.548472426447645;4455.42428950626;2.24922456006902;0.431069687351253;5.21777481940236;1.81085424953447e-07;3.60755469573925e-05;RAB31;Protein coding;4.44278707565299
MALAT1;-1.52224146347066;0.114790565950507;-1.07157562225598;-1.56477009695262;-0.389809842263336;0.561220785671757;2.46899202484474;1.4033936484756;3503.30325267335;2.21958415686237;0.563682807503561;3.93764742744676;8.22843772020484e-05;0.00091996631560323;MALAT1;misc RNA;3.0362280739756
ENSG00000109971;-0.964718444150042;-0.659744381998184;-1.19668589296034;-0.852152619549914;1.798084932216;2.04710512119151;-0.366647503981012;0.194758789231988;5511.83435731262;2.17876969186471;0.491765140855124;4.4305086124569;9.40110923283614e-06;0.00078714988030684;HSPA8;Protein coding;3.10394256625244
ENSG00000158710;-1.1220733570453;-0.740514891000766;-1.307473021291;-0.434358974651506;2.20548327395264;1.45924440533343;-0.767969918285306;0.707662482987809;2632.73797473881;2.17158511723866;0.430646422861669;5.04261733514087;4.59206996143247e-07;7.65286120880266e-05;TAGLN2;Protein coding;4.11617616290179
ENSG00000170540;-1.50731401492455;-0.269605387197128;-1.04091441231444;-1.28131020935485;0.933550968150399;1.74120142246671;0.699632015135355;0.724759618038512;1848.90599352014;2.10081309363878;0.391151272708401;5.37084560429109;7.83682857196726e-08;1.86065633985392e-05;ARL6IP1;Protein coding;4.73033383293443
SNORA24;-1.49065037330037;-0.537533591894563;-1.30299735367942;-0.858539692021727;0.663549948222691;1.34902180714855;0.937237883555762;1.23991137196908;5321.33563678239;2.07210472600175;0.37789824882949;5.48323452786545;4.17618781920108e-08;2.03440006621081e-06;SNORA24;snoRNA;5.69156363869796
RN7SK;-0.815804684502904;-1.10801574437636;-0.876455418183372;-1.19222848514322;0.616954210577035;0.685434687819548;1.61708409106436;1.07303134274492;285931.497728379;2.04513666617593;0.390522021579048;5.236930449931;1.6326918202572e-07;6.10891940397239e-06;RN7SK;7SK;5.21403560455222
SNORA50;-0.241230532508258;-0.645829207662384;-1.11558888376681;-1.93401238760401;-0.00807504310490081;1.97319491892955;1.38075405720916;0.590787078507645;8503.64292389627;2.032608824275;0.455065184308405;4.46663224162951;7.94605517227821e-06;0.000134219610638493;SNORA50;snoRNA;3.87218402537518
SNORA63;-1.65992842040315;-1.07971894298261;-0.652828548760631;-0.468479678537514;-0.125205027770686;0.955257082272805;1.41412953983741;1.61677399634438;7671.70024734223;2.00103769054161;0.396992968811396;5.04048647645514;4.64349942069609e-07;1.2180256172749e-05;SNORA63;snoRNA;4.91434357761108
ENSG00000163431;1.20855606047118;0.708516841963021;1.02658404679843;1.06550393972775;-0.44927548567779;-1.72968276536873;-1.18711185593762;-0.643090781976248;1162.50217480745;-2.09188624813752;0.388966883651511;-5.37805745440199;7.52937911042081e-08;1.83801688368751e-05;LMOD1;Protein coding;4.73565050358177
ENSG00000154265;1.20236001466071;0.541219087025803;1.62916528484854;0.880429988632974;-0.530551148698569;-0.73842528183917;-0.56756351380889;-2.4166344308214;1783.37486483296;-2.0998425651733;0.437791486014667;-4.79644449984336;1.61506678619207e-06;0.000208898041330455;ABCA5;Protein coding;3.68006563203196
ENSG00000186153;0.731283387227931;1.9442992761554;0.769259723951725;0.637135444853293;-1.4963330902497;-0.691235726873547;-0.73174506035568;-1.16266395470942;17620.5899038797;-2.12890184528695;0.388775212635575;-5.47591969882739;4.35245044835829e-08;1.21672050275719e-05;WWOX;Protein coding;4.91480917366063
SNORA40;1.22027377405365;0.436948935043112;0.946068367853012;1.57088581098063;-1.07348458947379;-0.982972082182229;-0.752783566295088;-1.3649366499793;792.370742084064;-2.14713838731568;0.513544578437512;-4.18101656111037;2.90208723713039e-05;0.000359858817404169;SNORA40;snoRNA;3.44386785158963
RNU11;2.00276727894679;-0.0861835049087922;0.381106548872284;1.58319153610508;-0.901881981310016;-1.06631122239269;-1.33956341169914;-0.573125243613523;2921.88746981564;-2.17090857463109;0.4736121212368;-4.58372680361713;4.56760940321382e-06;8.65308225831062e-05;RNU11;snRNA;4.06282916775606
ENSG00000112902;1.64089298551236;1.19817600298081;1.40907553890329;-0.100939223602539;-0.335433889240251;-0.868255885607381;-1.41842551316513;-1.52509001578115;3871.38579897285;-2.17754375130967;0.449093590879009;-4.84875267769369;1.2424020449851e-06;0.000168821054991104;SEMA5A;Protein coding;3.77257339007876
SCARNA8;1.61490540823753;0.657104162751208;1.72154473813616;0.590777129542436;0.00742061831207863;-1.35311337268555;-2.15395256733;-1.08468611696388;812.91878972415;-2.19441060274217;0.529535301217024;-4.14403080908636;3.41253867002857e-05;0.000408307258413945;SCARNA8;scaRNA;3.38901289962365
SNORD94;1.92372577917281;-0.116610633649504;1.16335743312538;1.45572838312527;-1.31661495283721;-2.18227885929619;-0.880758991074382;-0.0465481585661731;2099.6197012546;-2.19545594914409;0.495656505229074;-4.42938996256981;9.45000140629214e-06;0.000149881417653285;SNORD94;snoRNA;3.82425220778476
SNORA53;0.523890134189486;0.749315268666928;1.41130916032693;1.64653967295949;-1.62437212426127;-1.210971682251;-1.06299891204847;-0.432711517582105;1431.71646314232;-2.19656721232194;0.371051961632877;-5.91983721809629;3.22260424617831e-09;2.74727011986701e-07;SNORA53;snoRNA;6.56109863733943
RNU12;1.31251842806139;0.690383160782156;0.624902662482382;1.93608132168841;-2.24047496311073;-0.90766030383482;-1.21467250412593;-0.20107780194286;3692.15447008803;-2.22066788265769;0.461609791391545;-4.81070359440033;1.50399915465409e-06;3.20539819835654e-05;RNU12;snRNA;4.49411801150964
SNORD8;-0.319493337876894;1.57575858172883;1.85385811976758;1.3013932744641;-0.0280355875153262;-1.76185273857494;-1.35564056400813;-1.26598774798522;2596.76804321377;-2.24826516024674;0.521092237355737;-4.31452437605955;1.59946885634543e-05;0.000213889756868154;SNORD8;snoRNA;3.66981001319451
ENSG00000003096;1.18985189363314;1.22201747501279;1.40059644881006;0.591635873250622;-1.66437302402622;-0.894998869015337;-1.02865038835726;-0.816079409307783;2699.16703443436;-2.26000920904139;0.487473392096034;-4.63616936982719;3.5492518143126e-06;0.000370576099070277;KLHL13;Protein coding;3.43112259466802
ENSG00000122591;1.23062446069642;1.19688478230701;1.37442430814799;0.947232404709384;-0.204680480044479;-1.42289220032221;-0.712493399677959;-2.40909987581616;1879.50999584729;-2.28026056635309;0.426137666004351;-5.35099510853801;8.74718866413021e-08;1.97079053120228e-05;FAM126A;Protein coding;4.70535953298962
ENSG00000081913;2.02370246108535;0.443547692665842;1.0858255107431;1.29413788651091;-1.42130091981463;-0.205734737834723;-0.435647665519593;-2.78453022783624;2803.46760005818;-2.3181577423505;0.521400566288644;-4.4460207606817;8.74754983188929e-06;0.00074685977185372;PHLPP1;Protein coding;3.1267609323573
RNVU1;-0.131960324159445;0.606296013700483;1.08675038535866;2.54905407189336;-1.72211806940624;-1.06050634457107;-0.971411385087654;-0.356104347728103;81575.2630542201;-2.32851932900161;0.473010773689268;-4.92276171817445;8.5331329913049e-07;1.93986556668998e-05;RNVU1;snRNA;4.71222836577476
RNU6;1.63623106102066;1.46871931429189;0.45524794058278;1.11914333300756;-0.835481817812665;-0.601028090395452;-1.78730353779662;-1.45552820289816;74299.1364401033;-2.33026219956108;0.307772383909011;-7.57138171386418;3.69275222811391e-14;5.03691403914737e-12;RNU6;snRNA;11.2978354608243
ENSG00000198786;1.66222718651903;0.353666435267224;0.842104546161314;1.81328209509051;-2.30443477812667;-1.03500917834272;-0.24109316907461;-1.09074313749407;8896.47001404887;-2.33527630012287;0.503478688873591;-4.63828231806092;3.51316687823716e-06;0.000370576099070277;MT_ND5;Protein coding;3.43112259466802
ENSG00000169918;1.20304795029209;0.856833539755277;0.890880816402948;1.27247292585748;-1.00569716667842;-1.09204103390357;-0.905138337518789;-1.22035869420701;907.149870447342;-2.33713086817153;0.488606623326287;-4.78325662526031;1.72477692867279e-06;0.000221435805390791;OTUD7A;Protein coding;3.65475215388919
ENSG00000182771;1.19006731873191;1.50120295533323;0.842371287932549;1.37618475222615;0.0951148830723998;-1.75889188633069;-0.842847688149286;-2.40320162281625;1607.63502427704;-2.34595953556266;0.521477435525049;-4.49867889911792;6.83770428965411e-06;0.000620476914912487;GRID1;Protein coding;3.20727437196158
ENSG00000140945;1.90538873420215;-0.19538893778933;0.587865238373611;1.76494490733673;-1.1714735371526;-0.821806130495773;-0.747989989631066;-1.32154028484372;2219.82034965475;-2.35426702573314;0.492379821379989;-4.78140436205297;1.7407481446911e-06;0.000221842991498427;CDH13;Protein coding;3.65395428703595
ENSG00000251322;0.546354243087526;0.101738475262879;1.49072779124432;2.06085599050935;-1.82940260226571;-0.605573763229723;-0.425241131667409;-1.33945900294124;2196.10665926038;-2.3578888616584;0.505747549359394;-4.66218544142235;3.12869074540984e-06;0.000342174025006102;SHANK3;Protein coding;3.46575296155318
SNORA46;1.66451533093097;1.18296082616088;1.27346366953658;1.06196624186606;-2.54903539604377;-1.36671297295706;-1.20919182620636;-0.0579658732873032;1439.78773627155;-2.36193088129603;0.428172461390143;-5.51630731604639;3.46196665708528e-08;1.96755105011013e-06;SNORA46;snoRNA;5.70607399061133
ENSG00000172348;0.475965876996396;0.780187326474401;1.27046230436003;1.70036874000425;-0.898171919328687;-1.12254544525956;-0.567779013761225;-1.63848786948561;1607.96378406754;-2.36390464455614;0.515046944083809;-4.58968773955385;4.43909582326187e-06;0.00044217476326882;RCAN2;Protein coding;3.35440604802112
SNORA74A;2.09374010460948;0.578511217956624;1.31434532466769;0.993999726751039;-2.08830872527911;-1.03848889179541;0.0744420531550691;-1.92824081006538;844.47881763676;-2.36536421769629;0.519049674952839;-4.55710567184384;5.18633349063833e-06;9.55967416382525e-05;SNORA74A;snoRNA;4.0195569101574
RNU1;-0.192132368800037;0.54623054624577;1.23221418995276;2.59618452260655;-1.74592403305125;-1.18187938999423;-0.961415571709315;-0.293277895250233;327757.143453576;-2.37542704961195;0.511881107555593;-4.64058355455903;3.47426660264713e-06;6.96897006766278e-05;RNU1;snRNA;4.15683140080896
ENSG00000159433;0.461295453588724;0.656432362372946;1.27363581844852;2.01561604860972;-0.407341039211948;-1.66739618602997;-0.577217254597068;-1.75502520318093;1502.99618788775;-2.39400652662475;0.444374867921347;-5.3873580606014;7.15009013182129e-08;1.8224317965401e-05;STARD9;Protein coding;4.73934871592661
ENSG00000144857;1.28949207628503;1.18121291089563;1.44337180378462;0.890125835820974;-0.841786638420324;-2.50767173315852;-0.971821961281375;-0.482922293926039;2079.6967786254;-2.39872927345307;0.459288106276023;-5.22271149780543;1.76321988931509e-07;3.55350315367547e-05;BOC;Protein coding;4.44934329479219
RNY4;1.08254993827292;0.840185020497648;1.08487803344688;1.91100297024649;-0.961950042772221;-0.413488853000105;-1.53261712129499;-2.01055994539662;29921.0719344729;-2.39905141583732;0.458792804393108;-5.22905196608475;1.70381473134118e-07;6.10891940397239e-06;RNY4;Y RNA;5.21403560455222
ENSG00000153551;1.49972028488687;0.196654865605829;1.25005946980455;1.51542738904337;-0.949219555288982;-0.879888531045372;-0.811657464407132;-1.82109645859913;1311.41454283606;-2.42792001364695;0.544196068668675;-4.46148025212059;8.13954481855277e-06;0.000709998863496436;CMTM7;Protein coding;3.14874234646067
ENSG00000134138;1.19225187161047;1.26208633562804;0.890303266244008;1.79196568984359;0.109046771767041;-2.00054735958814;-1.376263249736;-1.86884332576901;2335.84554944046;-2.42822008151306;0.424076743592792;-5.72589777251424;1.02888166256498e-08;4.08614686274948e-06;MEIS2;Protein coding;5.38868602817458
